"id","fqdn/ip","port","severity","finding","cve","cwe"
"certificate_compression","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","0002/Brotli","",""
"clientAuth","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","none","",""
"cert_numbers","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","2","",""
"cert_signatureAlgorithm <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","SHA256 with RSA","",""
"cert_keySize <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","3E4C2E15E608D8350EC46F8A47A0C29F","",""
"cert_serialNumberLen <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","16","",""
"cert_fingerprintSHA1 <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","BEA0D995DA44C05F3A25DE065613B7B423455D67","",""
"cert_fingerprintSHA256 <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","E2FEB54A81C9E30C0071BD1B14DAE89B365BB5898A8C27569BE8B9A0322BE3E8","",""
"cert <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFJjCCBA6gAwIBAgIQPkwuFeYI2DUOxG+KR6DCnzANBgkqhkiG9w0BAQsFADA7MQswCQYDVQQGEwJVUzEeMBwGA1UEChMVR29vZ2xlIFRydXN0IFNlcnZpY2VzMQwwCgYDVQQDEwNXUjEwHhcNMjYwNzIzMjI1NzE4WhcNMjYxMDIxMjM1NzA2WjAsMSowKAYDVQQDEyFlbXBsb3lldXJzcHJvY292b2l0dXJhZ2UuYWRlbWUuZnIwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDdthf29//RzCBmccv6F9xQcSFWepTHjCa8Yd0SgKHqY+JD4iCu4VpZgJDaQZMDhI8Y8d6YKSeac5qV7ujMVBGEhloIhQDURqcnynil46PPB7G8guCzZykTzSp6YJww0ZHfoS/aCyZVha0J62rXaXDxp2wiEfWR0g8wKSEsX2Uh253q74xuOhEbmomPDG9gSSxEw6TCunCT9sJ6jzKwYFZm2R6DLtNKRlfnZUsiq1DjLFi8DesDCey6RjoeQq/QEucrMubdjt4Cx8coBwZu9D7xpKHlVUAu4NrM+HiyBenIMokdnj+eEymDWsJEBmSsuxgFF//o+6tRepHDGDF94609AgMBAAGjggIzMIICLzAOBgNVHQ8BAf8EBAMCBaAwEwYDVR0lBAwwCgYIKwYBBQUHAwEwDAYDVR0TAQH/BAIwADAdBgNVHQ4EFgQUGjyd+tpxy3wlGSfPTavt8J6rxzswHwYDVR0jBBgwFoAUZmlJ1N4qnJEDz4kOJLgOMANuiC4wNQYIKwYBBQUHAQEEKTAnMCUGCCsGAQUFBzAChhlodHRwOi8vaS5wa2kuZ29vZy93cjEuY3J0MCwGA1UdEQQlMCOCIWVtcGxveWV1cnNwcm9jb3ZvaXR1cmFnZS5hZGVtZS5mcjATBgNVHSAEDDAKMAgGBmeBDAECATA2BgNVHR8ELzAtMCugKaAnhiVodHRwOi8vYy5wa2kuZ29vZy93cjEvYnZUZEJNLXpIOG8uY3JsMIIBBgYKKwYBBAHWeQIEAgSB9wSB9ADyAHcA1219ENGn9XfCx+lf1wC/+YLJM1pl4dCzAXMXwMjFaXcAAAGfkWmDQwAABAMASDBGAiEAzfew2WLmStFg6xbstgA7T0VJtGZnHgjOY6Grd9g/188CIQDvYXA9lL1Mq2NJzfMhakdg9TV6FadPa9UJWLH/VLaDLgB3AMijxH/Hs625NWsBP2p6Em3jOk5DpcZG+ZetOXWZHc+aAAABn5Fpg14AAAQDAEgwRgIhANdzaHzwcy2a1EBhiW1VX2tdiKjby8siwNGQKlxfop53AiEA+baptP2S/7ZtnSrFgVi0080i16NWvQqeWo2z5Wx3DlswDQYJKoZIhvcNAQELBQADggEBAG3d6SSUyCew3f3JiVHwmg6nwW+jmViV+fYiR+xFgcJp27WCpMxfb14pcFmZzyr6ridfhhPAxFs+b9yX5G+7wgFtzYxh7DOvgnDtSbtXN0+5tPDxFFN9j9LtUIb0PWQCn/zlCqQuZa7haHiiagSvCc2s4dtky6JocQIh5jFDe4uS4ywB950L/b0ww7PpcOGxfx3t2qtw/v5OovxILgKZuMM9yD9tZyw38zR/lgnXOyKKHvwiKZZiXGRydP5KAcY4J7b4jQLTvT368NeIMgsT2NAixM16PpGzextH+kg+Yz2I9P5MZgz9EN2XiBxh/Kr+XQkVYqIxKQGJlvwSBRJga9k=\n-----END CERTIFICATE-----","",""
"cert_commonName <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","employeursprocovoiturage.ademe.fr","",""
"cert_commonName_wo_SNI <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","request w/o SNI didn't succeed","",""
"cert_subjectAltName <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","employeursprocovoiturage.ademe.fr","",""
"cert_trust <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","passed.","",""
"cert_certificatePolicies_EV <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","no","",""
"cert_expirationStatus <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","MEDIUM","expires < 60 days (33)","",""
"cert_notBefore <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","2026-07-23 22:57","",""
"cert_notAfter <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","MEDIUM","2026-10-21 23:57","",""
"cert_extlifeSpan <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","not present","",""
"cert_crlDistributionPoints <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","http://c.pki.goog/wr1/bvTdBM-zH8o.crl","",""
"cert_ocspURL <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","--","",""
"OCSP_stapling <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","not offered","",""
"cert_mustStapleExtension <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","--","",""
"DNS_CAArecord <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","LOW","--","",""
"certificate_transparency <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","yes (certificate extension)","",""
"certs_countServer <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","3","",""
"certs_list_ordering_problem <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","no","",""
"cert_caIssuers <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","WR1 (Google Trust Services from US)","",""
"intermediate_cert <#1> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFCzCCAvOgAwIBAgIQf9niwtIEigR0tieibQhopzANBgkqhkiG9w0BAQsFADBHMQswCQYDVQQGEwJVUzEiMCAGA1UEChMZR29vZ2xlIFRydXN0IFNlcnZpY2VzIExMQzEUMBIGA1UEAxMLR1RTIFJvb3QgUjEwHhcNMjMxMjEzMDkwMDAwWhcNMjkwMjIwMTQwMDAwWjA7MQswCQYDVQQGEwJVUzEeMBwGA1UEChMVR29vZ2xlIFRydXN0IFNlcnZpY2VzMQwwCgYDVQQDEwNXUjEwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDPbjYWircr7kaYAx1TcA937qNLoHK+jyMtwkfGj1yN+T3mGo7uMyINyRFIuLBizvRpDXICfd7VJg/DbpvPfg7XIM/GkDujggbaOp3/bFa/3OlhlEXkabxPD8kTwK1hRHIggdAPK55oamJqj4oiV3lpK+IkM352YyxdvFFpfiMHsf92gfHuuFi1azUV76HmSCg5lzHZBx+Vp56uz5i8no2KA+Gwl01Qb5NMSh/4233xkJkVf+OW7e4xgepyPVId3yVkpQtwqp7oqLlHyKdaECVgb0Lh1z/njwzwwoNGMyDmS3cEdqFop10VGO/YKHc1rQ6tRuRibuKq+MzvN34PJrMHAgMBAAGjgf4wgfswDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjASBgNVHRMBAf8ECDAGAQH/AgEAMB0GA1UdDgQWBBRmaUnU3iqckQPPiQ4kuA4wA26ILjAfBgNVHSMEGDAWgBTkrysmcRorSCeFL1JmLO/wiRNxPjA0BggrBgEFBQcBAQQoMCYwJAYIKwYBBQUHMAKGGGh0dHA6Ly9pLnBraS5nb29nL3IxLmNydDArBgNVHR8EJDAiMCCgHqAchhpodHRwOi8vYy5wa2kuZ29vZy9yL3IxLmNybDATBgNVHSAEDDAKMAgGBmeBDAECATANBgkqhkiG9w0BAQsFAAOCAgEATuazCBEgkWAn+VGQTQIY7rjBidUihJfm1t/mTjo7KQR+3iDx4o2L06oeF0Q3wpKYpQgI/TeMqUlYMWQmZbWPE0PX8pfsVAE5E5tVOjh34bNAJwDPVnsZVJwzN3nw5BGQ7sxRspFzIcM/qbbTpNeXf9II4Wsk2+Tv6FSVFZUL3/0uHradbruDWjRQ4IZ7mYqKiEqk08dpOZ+TmBzwykEGy1/IXberb6Ap1SSnn2+RI7t6N/fqPCrwwFjp8kg1G6etRATGBaPYCx+GjJMFPX+k97Alvoj3/98SvqdegLPYEPjvxUclHpiKLD63NMmVarVQddIL6kOvTe5k0pnxRnR+mndGHIQc77TLbcZFeja56PynlSqmer578c7CBrPqo1BVmPyWUK+v6sGuzs7Mq7QQaxVs4710cI/MpPp1ovxMVt17ENKxLk34LpEKAKVmqwnzbHHRjhXNeCC984XDOwLEp0K4MzHl8ZOWJQAakCdVlFC+PyA3GP2JX/QLoqWNHGuN9c9vLObDhHVs/L+65De+OdnnjpFGI9xxtsNyRsyaHdFAf5z7ulOoXDXkHCCej/Ehs5docReNt16W2xbH/EBuirJrOzFE2rtALxksl1TdEjOfIKXOJfUqQeVI5+hA7V+n1+A/n7Npg0S+5ODytWh5XW54ccN1drJnMK54ttozh0c=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","B10B6F00E609509E8700F6D34687A2BFCE38EA05A8FDF1CDC40C3A2A0D0D0E45","",""
"intermediate_cert_notBefore <#1> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","2023-12-13 09:00","",""
"intermediate_cert_notAfter <#1> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","2029-02-20 14:00","",""
"intermediate_cert_expiration <#1> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","WR1 <-- GTS Root R1","",""
"intermediate_cert <#2> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFYjCCBEqgAwIBAgIQd70NbNs2+RrqIQ/E8FjTDTANBgkqhkiG9w0BAQsFADBXMQswCQYDVQQGEwJCRTEZMBcGA1UEChMQR2xvYmFsU2lnbiBudi1zYTEQMA4GA1UECxMHUm9vdCBDQTEbMBkGA1UEAxMSR2xvYmFsU2lnbiBSb290IENBMB4XDTIwMDYxOTAwMDA0MloXDTI4MDEyODAwMDA0MlowRzELMAkGA1UEBhMCVVMxIjAgBgNVBAoTGUdvb2dsZSBUcnVzdCBTZXJ2aWNlcyBMTEMxFDASBgNVBAMTC0dUUyBSb290IFIxMIICIjANBgkqhkiG9w0BAQEFAAOCAg8AMIICCgKCAgEAthECix7joXebO9y/lD63ladAPKH9gvl9MgaCcfb2jH/76Nu8ai6Xl6OMS/kr9rH5zoQdsfnFl97vufKj6bwSiV6nqlKr+CMny6SxnGPb15l+8Ape62im9MZaRw1NEDPjTrETo8gYbEvs/AmQ351kKSUjB6G00j0uYODP0gmHu81I8E3CwnqIiru6z1kZ1q+PsAewnjHxgsHA3y6mbWwZDrXYfiYaRQM9sHmklCitD38m5agI/pboPGiUU+6DOogrFZYJsuB6jC511pzrp1Zkj5ZPaK49l8KEj8C8QMALXL32h7M1bKwYUH+E4EzNktMg6TO8UpmvMrUpsyUqtEj5cuHKZPfmghCN6J3Cioj6OGaK/GP5Afl4/Xtcd/p2h/rs37EOeZVXtL0m79YB0esWCruOC7XFxYpVq9Os6pFLKcwZpDIlTirxZUTQAs6qzkm06p98g7BAe+dDq6dso499iYH6TKX/1Y7DzkvgtdizjkXPdsDtQCv9Uw+wp9U7DbGKogPeMa3Md+pvez7W35EiEua++tgy/BBjFFFy3l3WFpO9KWgz7zpm7AeKJt8T11dleCfeXkkUAKIAf5qoIbapsZWwpbkNFhHax2xIPEDgfg1azVY80ZcFuctL7TlLnMQ/0lUTbiSw1nH69MG6zO0b9f6BQdgAmD06yK56mDcYBZUCAwEAAaOCATgwggE0MA4GA1UdDwEB/wQEAwIBhjAPBgNVHRMBAf8EBTADAQH/MB0GA1UdDgQWBBTkrysmcRorSCeFL1JmLO/wiRNxPjAfBgNVHSMEGDAWgBRge2YaRQ2XyolQL30EzTSo//z9SzBgBggrBgEFBQcBAQRUMFIwJQYIKwYBBQUHMAGGGWh0dHA6Ly9vY3NwLnBraS5nb29nL2dzcjEwKQYIKwYBBQUHMAKGHWh0dHA6Ly9wa2kuZ29vZy9nc3IxL2dzcjEuY3J0MDIGA1UdHwQrMCkwJ6AloCOGIWh0dHA6Ly9jcmwucGtpLmdvb2cvZ3NyMS9nc3IxLmNybDA7BgNVHSAENDAyMAgGBmeBDAECATAIBgZngQwBAgIwDQYLKwYBBAHWeQIFAwIwDQYLKwYBBAHWeQIFAwMwDQYJKoZIhvcNAQELBQADggEBADSkHrEoo9C0dhemMXoh6dFSPsjbdBZBiLg9NR3t5P+T4Vxfq7vqfM/b5A3Ri1fyJm9bvhdGaJQ3b2t6yMAYN/olUazsaL+yyEn9WprKASOshIArAoyZl+tJaox118fessmXn1hIVw41oeQa1v1vg4Fv74zPl6/AhSrw9U5pCZEt4Wi4wStz6dTZ/CLANx8LZh1J7QJVj2fhMtfTJr9w4z30Z209fOU0iOMy+qduBmpvvYuR7hZL6Dupszfnw0Skfths18dG9ZKb59UhvmaSGZRVbNQpsg3BZlvid0lIKO2d1xozclOzgjXPYovJJIultzkMu34qQb9Sz/yilrbCgj8=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","3EE0278DF71FA3C125C4CD487F01D774694E6FC57E0CD94C24EFD769133918E5","",""
"intermediate_cert_notBefore <#2> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","2020-06-19 00:00","",""
"intermediate_cert_notAfter <#2> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","2028-01-28 00:00","",""
"intermediate_cert_expiration <#2> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2> <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","GTS Root R1 <-- GlobalSign Root CA","",""
"intermediate_cert_badOCSP <hostCert#1>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","intermediate certificate(s) is/are ok","",""
"cert_signatureAlgorithm <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","ECDSA with SHA256","",""
"cert_keySize <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","EC 256 bits (curve P-256)","",""
"cert_keyUsage <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","Digital Signature","",""
"cert_extKeyUsage <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","3B8562E016EC4BD4134258206E85C939","",""
"cert_serialNumberLen <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","16","",""
"cert_fingerprintSHA1 <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","7FDB27EAE908C71518B345959705E1C5E56B5A58","",""
"cert_fingerprintSHA256 <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","0B09AC78A81E886B34C0DE0503FA64B78507070BE5D8DC28B5085357902DF30B","",""
"cert <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDlzCCAz6gAwIBAgIQO4Vi4BbsS9QTQlggboXJOTAKBggqhkjOPQQDAjA7MQswCQYDVQQGEwJVUzEeMBwGA1UEChMVR29vZ2xlIFRydXN0IFNlcnZpY2VzMQwwCgYDVQQDEwNXRTEwHhcNMjYwNzIzMjI1NzM4WhcNMjYxMDIxMjM1NzI0WjAsMSowKAYDVQQDEyFlbXBsb3lldXJzcHJvY292b2l0dXJhZ2UuYWRlbWUuZnIwWTATBgcqhkjOPQIBBggqhkjOPQMBBwNCAARn79xIXco93aCEIysJ0jRhxJEgRJ1YDkfPXLXfchBmYXHdU9PHjdC8kPvzf+I1TMHIRTSjo+pLare+jRzTv9pVo4ICMTCCAi0wDgYDVR0PAQH/BAQDAgeAMBMGA1UdJQQMMAoGCCsGAQUFBwMBMAwGA1UdEwEB/wQCMAAwHQYDVR0OBBYEFJIDIWnHEgK4bcoyKw/HM9GWMn/sMB8GA1UdIwQYMBaAFJB3kjVnxP+ozKnme9mAeXvMk/k4MDUGCCsGAQUFBwEBBCkwJzAlBggrBgEFBQcwAoYZaHR0cDovL2kucGtpLmdvb2cvd2UxLmNydDAsBgNVHREEJTAjgiFlbXBsb3lldXJzcHJvY292b2l0dXJhZ2UuYWRlbWUuZnIwEwYDVR0gBAwwCjAIBgZngQwBAgEwNgYDVR0fBC8wLTAroCmgJ4YlaHR0cDovL2MucGtpLmdvb2cvd2UxL2lvQ1dmTGx5X0dnLmNybDCCAQQGCisGAQQB1nkCBAIEgfUEgfIA8AB2ANdtfRDRp/V3wsfpX9cAv/mCyTNaZeHQswFzF8DIxWl3AAABn5Fp0lkAAAQDAEcwRQIgFTKHG5DWtVPLZlYDRp2z2S8UAOVEGdp/5oicUb6e0XICIQCqgt2Nb0vh37Y+udhzLzw8poWLOxLWLng/oyceVEaBugB2AMIxfldFGaNF7n843rKQQevHwiFaIr9/1bWtdprZDlLNAAABn5Fp0ngAAAQDAEcwRQIgdJoD1NCt+Etg5sg4vqjQmFgBveEpHmc9PcfvT9ACrscCIQCW0n74JEBlWQlCFE+9X0CbaFYLaHGXLGR2TzhltlknQDAKBggqhkjOPQQDAgNHADBEAiAPIUg17wgT2GaWZzz5Q3H7ChjBvfLXHn3DMsEu+ZtlXwIgb2w+vAhUim+Dl0lORadaS1+KruV6e7WTpfbI1i3qPiM=\n-----END CERTIFICATE-----","",""
"cert_commonName <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","employeursprocovoiturage.ademe.fr","",""
"cert_commonName_wo_SNI <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","request w/o SNI didn't succeed, usual for EC certificates","",""
"cert_subjectAltName <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","employeursprocovoiturage.ademe.fr","",""
"cert_trust <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","passed.","",""
"cert_certificatePolicies_EV <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","no","",""
"cert_expirationStatus <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","MEDIUM","expires < 60 days (33)","",""
"cert_notBefore <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","2026-07-23 22:57","",""
"cert_notAfter <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","MEDIUM","2026-10-21 23:57","",""
"cert_extlifeSpan <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","not present","",""
"cert_crlDistributionPoints <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","http://c.pki.goog/we1/ioCWfLly_Gg.crl","",""
"cert_ocspURL <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","--","",""
"OCSP_stapling <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","not offered","",""
"cert_mustStapleExtension <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","--","",""
"DNS_CAArecord <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","LOW","--","",""
"certificate_transparency <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","OK","yes (certificate extension)","",""
"certs_countServer <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","3","",""
"certs_list_ordering_problem <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","no","",""
"cert_caIssuers <hostCert#2>","employeursprocovoiturage.ademe.fr/104.18.1.202","443","INFO","WE1 (Google Trust Services from US)","",""
